title,categoryName,price,totalScore,reviewsCount,deskripsi_gabungan
Mie Ayam Pilist,Restoran Mie,harga standar,4.5,3273.0,mie ayam pilist restoran mie harga standar
Shi Jack Kadipolo,Produk Susu,$,4.5,2680.0,shi jack kadipolo produk susu $
Masmbongsteak,Restoran Steak,$$,4.5,1582.0,masmbongsteak restoran steak $$
New Es Krim Tentrem,Toko Es Krim,$$,4.3,5286.0,new es krim tentrem toko es krim $$
Bebek Goreng H. Slamet,Restoran,$$,4.5,2317.0,bebek goreng h. slamet restoran $$
Ronde & siomay - Warung Srie Redjeki,Restoran Indonesia,harga standar,4.4,1070.0,ronde & siomay - warung srie redjeki restoran indonesia harga standar
"Ayam Bakar ""Ayem Tentrem"" Sunarman",Restoran Masakan Ayam,harga standar,4.6,488.0,"ayam bakar ""ayem tentrem"" sunarman restoran masakan ayam harga standar"
Istana Mie & Es Solo Square,Restoran Mie,harga standar,3.6,73.0,istana mie & es solo square restoran mie harga standar
Ichiban Sushi - Solo Square,Restoran Jepang,$$,4.5,2388.0,ichiban sushi - solo square restoran jepang $$
Sambel Pecel Ndeso dan Selat Solo Yu Djasmo,Katering,$,4.0,58.0,sambel pecel ndeso dan selat solo yu djasmo katering $
Syafina Chicken's Pabelan,Restoran Masakan Ayam,$,4.4,1068.0,syafina chicken's pabelan restoran masakan ayam $
Nasi Bakar Mak Sum Karangasem,Restoran Indonesia,harga standar,4.7,55.0,nasi bakar mak sum karangasem restoran indonesia harga standar
"Gardoe Express - Foodcourt Solo Square, Surakarta",Kedai Teh,harga standar,4.3,101.0,"gardoe express - foodcourt solo square, surakarta kedai teh harga standar"
Tugu Gentong,Museum Sejarah Lokal,harga standar,4.6,71.0,tugu gentong museum sejarah lokal harga standar
LIGHTSPACE COFFEE & EATERY,Kedai Kopi,$$,4.5,1165.0,lightspace coffee & eatery kedai kopi $$
mie horizon,Restoran Mie,harga standar,4.1,147.0,mie horizon restoran mie harga standar
Gerai Es Teler 77 Solo Square,Restoran,$$,3.6,107.0,gerai es teler 77 solo square restoran $$
Kalia Ricebowl,Restoran,harga standar,4.7,12.0,kalia ricebowl restoran harga standar
"Sate Kambing ""Dua Saudara""",Restoran Sate,harga standar,4.5,48.0,"sate kambing ""dua saudara"" restoran sate harga standar"
Warung SEBLAK & PEMPEK Omay,Restoran Pempek,$,4.6,66.0,warung seblak & pempek omay restoran pempek $
Nasi Goreng 69,Restoran Nasi Goreng,$$,3.1,93.0,nasi goreng 69 restoran nasi goreng $$
Wedangan Mbah Wiryo,Kafe,$$,4.5,1566.0,wedangan mbah wiryo kafe $$
Burung Dara Pak Brewok,Restoran,harga standar,4.6,162.0,burung dara pak brewok restoran harga standar
Solo Steak Solo Grand Mall ''8'',Restoran,harga standar,4.9,597.0,solo steak solo grand mall ''8'' restoran harga standar
Cafedangan Manahan,Restoran,$$,4.4,561.0,cafedangan manahan restoran $$
Pecel Ndeso Bu Ndari,Restoran,harga standar,4.6,10.0,pecel ndeso bu ndari restoran harga standar
Nasi Liwet Sukini,Restoran,harga standar,4.7,123.0,nasi liwet sukini restoran harga standar
Markobar,Restoran Martabak,$$,4.4,1688.0,markobar restoran martabak $$
Coto Makassar & Es Pisang Ijo Dapoer Losari,Restoran Sulawesi Selatan,harga standar,4.7,125.0,coto makassar & es pisang ijo dapoer losari restoran sulawesi selatan harga standar
Lapangan Kotabarat (Kawasan Kuliner Kota Barat) 🍽,Kompleks Olahraga,harga standar,4.4,698.0,lapangan kotabarat (kawasan kuliner kota barat) 🍽 kompleks olahraga harga standar
AM-PM Jajar,Restoran,$$,4.4,1283.0,am-pm jajar restoran $$
Shi Jack kobar,Restoran,$,4.4,873.0,shi jack kobar restoran $
Selat Vien's Solo Grand Mall,Restoran,harga standar,3.8,120.0,selat vien's solo grand mall restoran harga standar
Pecel Ndeso Bu Sukisni,Kedai Sarapan & Makan Siang,harga standar,4.4,8.0,pecel ndeso bu sukisni kedai sarapan & makan siang harga standar
AYAM GORENG TOJOYO 2,Restoran takeaway ayam goreng,harga standar,4.2,117.0,ayam goreng tojoyo 2 restoran takeaway ayam goreng harga standar
BBQIU Fusion Grill House,Restoran,harga standar,4.9,1687.0,bbqiu fusion grill house restoran harga standar
Ramen Master Solo,Restoran Ramen,harga standar,4.7,307.0,ramen master solo restoran ramen harga standar
Sego Sambel Pak Sukidi tipes solo,Restoran,harga standar,4.7,19.0,sego sambel pak sukidi tipes solo restoran harga standar
Sumber Bestik Pak Darmo Honggowongso,Restoran Indonesia,$$,4.4,1740.0,sumber bestik pak darmo honggowongso restoran indonesia $$
Bakso Remaja,Restoran Bakso,$$,4.4,3389.0,bakso remaja restoran bakso $$
Pasar Kembang Solo,Pasar Bunga,harga standar,4.6,3377.0,pasar kembang solo pasar bunga harga standar
RM Bakmi Bu Yayuk,Restoran Mie,$$,4.4,1912.0,rm bakmi bu yayuk restoran mie $$
Es Ndelik,Restoran,$,4.7,159.0,es ndelik restoran $
"Sop Ayam Dan Timlo ""Arida""",Kedai Sup,harga standar,4.5,174.0,"sop ayam dan timlo ""arida"" kedai sup harga standar"
Bakmi D'Jawir,Restoran Keluarga,harga standar,4.9,157.0,bakmi d'jawir restoran keluarga harga standar
Ayam Goreng Honggowongso,Restoran,harga standar,4.7,76.0,ayam goreng honggowongso restoran harga standar
Mie Bangka 25,Restoran,$$,4.4,772.0,mie bangka 25 restoran $$
Warung Bestik Pak Pur,Restoran Nasi Goreng,harga standar,4.4,594.0,warung bestik pak pur restoran nasi goreng harga standar
Bakmi jowo Bu Pawiro solo,Restoran Mie,$$,4.5,354.0,bakmi jowo bu pawiro solo restoran mie $$
Vipho9 Restaurant,Restoran Pho,$$,4.5,176.0,vipho9 restaurant restoran pho $$
Pizza Hut - Solo Slamet Riyadi,Restoran Pizza,$$,4.7,10082.0,pizza hut - solo slamet riyadi restoran pizza $$
Nasi Liwet & Cabuk Rambak Lestari,Restoran,harga standar,4.3,85.0,nasi liwet & cabuk rambak lestari restoran harga standar
Food Park Kotta Barat,Restoran,harga standar,5.0,1.0,food park kotta barat restoran harga standar
Green House Coffee & Eatery,Kedai Kopi,harga standar,4.6,160.0,green house coffee & eatery kedai kopi harga standar
Pukis Badran,Toko Roti,$$,4.6,479.0,pukis badran toko roti $$
"Wedang jahe gepuk ""Pak No Kodim""",Restoran,$,4.7,66.0,"wedang jahe gepuk ""pak no kodim"" restoran $"
Tahu Tek Lamongan Cak Kenedy,Restoran Jawa Timur,$,4.4,190.0,tahu tek lamongan cak kenedy restoran jawa timur $
SKA eRCe Manahan Solo,Kafe,$,4.7,118.0,ska erce manahan solo kafe $
Kelana,Kafe,$$,4.6,1511.0,kelana kafe $$
Sop Iga Purwosari,Kedai Sup,harga standar,4.7,33.0,sop iga purwosari kedai sup harga standar
KFC Manahan,Restoran cepat saji,$$,4.5,3322.0,kfc manahan restoran cepat saji $$
Wedangan Mas Pongge,Restoran,harga standar,4.4,42.0,wedangan mas pongge restoran harga standar
Sate Kambing Pakde Suk,Restoran Sate,$,4.8,69.0,sate kambing pakde suk restoran sate $
Warung Bakmi Lek Gino,Restoran Mie,harga standar,4.6,27.0,warung bakmi lek gino restoran mie harga standar
Nasi goreng lokasi,Restoran Nasi Goreng,harga standar,4.8,89.0,nasi goreng lokasi restoran nasi goreng harga standar
Sate Kambing Pak Danang,Restoran Sate,$,3.5,1000.0,sate kambing pak danang restoran sate $
Wahidin Coffee,Kafe,$$,4.5,779.0,wahidin coffee kafe $$
Halala Kitchen,Restoran,harga standar,5.0,71.0,halala kitchen restoran harga standar
Sate Ayam Ponorogo Pak Ban,Restoran Sate,harga standar,4.5,230.0,sate ayam ponorogo pak ban restoran sate harga standar
Edo's Burger,Restoran Hamburger,harga standar,4.9,12.0,edo's burger restoran hamburger harga standar
Gedung Ketoprak Balaikambang,Gedung Opera,harga standar,4.4,527.0,gedung ketoprak balaikambang gedung opera harga standar
Stadion Manahan,Taman,harga standar,4.6,29584.0,stadion manahan taman harga standar
McDonald's Manahan Solo,Restoran cepat saji,$$,4.3,880.0,mcdonald's manahan solo restoran cepat saji $$
WARMINDO 737,Restoran Mie,harga standar,4.2,401.0,warmindo 737 restoran mie harga standar
SATE KUDA SOLOBALAPAN,Restoran Sate,harga standar,4.5,150.0,sate kuda solobalapan restoran sate harga standar
RM Timlo Solo,Restoran Jawa,harga standar,4.3,3527.0,rm timlo solo restoran jawa harga standar
Warung Makan Nyuss,Restoran Keluarga,harga standar,4.5,892.0,warung makan nyuss restoran keluarga harga standar
Warung TiadaTara,Warung nasi,harga standar,4.8,1082.0,warung tiadatara warung nasi harga standar
MAKUNDE RESTO,Restoran Keluarga,harga standar,4.6,387.0,makunde resto restoran keluarga harga standar
WARUNG SE UNS,Restoran Indonesia,harga standar,4.8,1602.0,warung se uns restoran indonesia harga standar
titik temu warmindo,Restoran cepat saji,harga standar,4.6,4476.0,titik temu warmindo restoran cepat saji harga standar
Truntum,Rumah Makan,harga standar,4.5,1480.0,truntum rumah makan harga standar
Warung Makan Sheryngga,Restoran Jawa,harga standar,4.6,1691.0,warung makan sheryngga restoran jawa harga standar
Omah Selat,Restoran,harga standar,4.5,2115.0,omah selat restoran harga standar
NICE SPICE UNS,Restoran cepat saji,harga standar,4.5,1072.0,nice spice uns restoran cepat saji harga standar
SBC Spesial Cah Kangkung Solo,Restoran Jawa Tengah,harga standar,4.2,3588.0,sbc spesial cah kangkung solo restoran jawa tengah harga standar
Warung Makan Mbok Was,Restoran,harga standar,4.7,198.0,warung makan mbok was restoran harga standar
Kantin Mbok Jum,Restoran Jawa,harga standar,4.7,436.0,kantin mbok jum restoran jawa harga standar
Danau UNS,Tujuan Wisata,harga standar,4.6,2133.0,danau uns tujuan wisata harga standar
Bale Enak,Restoran Steak,harga standar,4.6,1247.0,bale enak restoran steak harga standar
Warung Makan Pagi Sore,Rumah Makan,harga standar,4.6,1362.0,warung makan pagi sore rumah makan harga standar
Ayam Tulang Lunak Bengawan,Restoran Masakan Ayam,harga standar,4.5,2295.0,ayam tulang lunak bengawan restoran masakan ayam harga standar
Kedai Conel UNS,Restoran Indonesia,harga standar,4.4,606.0,kedai conel uns restoran indonesia harga standar
Pondok Dhahar Ayoo Dha,Restoran,harga standar,4.5,168.0,pondok dhahar ayoo dha restoran harga standar
Nasi Gurih Bakar Spesial,Restoran Nasi Goreng,harga standar,4.6,99.0,nasi gurih bakar spesial restoran nasi goreng harga standar
Pawon Gudeg Kendil Mbak Kris,Restoran,harga standar,5.0,4.0,pawon gudeg kendil mbak kris restoran harga standar
Ayam bebek madura dewi sri,Restoran,harga standar,4.8,9.0,ayam bebek madura dewi sri restoran harga standar
HM chicken,Restoran,harga standar,4.6,27.0,hm chicken restoran harga standar
Bengkel Kuliner,Restoran,harga standar,5.0,3.0,bengkel kuliner restoran harga standar
Pecel Madiun dan Geprek Mbak Sri,Restoran,harga standar,5.0,3.0,pecel madiun dan geprek mbak sri restoran harga standar
Sop Penjara,Kedai Sup,harga standar,4.8,183.0,sop penjara kedai sup harga standar
Warung Rica Bu Sartini (Rica ISI),Restoran Jawa,$,4.7,1819.0,warung rica bu sartini (rica isi) restoran jawa $
Arje's Kitchen,Restoran Indonesia,$$,4.4,4954.0,arje's kitchen restoran indonesia $$
Cekerdazz Spesial Ceker Pedas Dan Mie Pedas,Restoran Mie,$,4.3,998.0,cekerdazz spesial ceker pedas dan mie pedas restoran mie $
SELAT LARAS,Restoran,harga standar,4.4,171.0,selat laras restoran harga standar
Rumah Makan Embun Pagi,Restoran Padang,$$,4.1,1215.0,rumah makan embun pagi restoran padang $$
"Latar Ombo ""Aneka Kuliner""",Toko Makanan,harga standar,4.1,41.0,"latar ombo ""aneka kuliner"" toko makanan harga standar"
Bebek Goreng Cak Likin,Restoran Masakan Ayam,$$,4.4,129.0,bebek goreng cak likin restoran masakan ayam $$
Warung Bakmi Mbah Kirun,Restoran Mie,harga standar,4.7,130.0,warung bakmi mbah kirun restoran mie harga standar
Pabrik Brem Solo,Pasokan Pabrik Makanan,harga standar,5.0,135.0,pabrik brem solo pasokan pabrik makanan harga standar
"Aneka Masakan Seafood & Ayam ""Moro Seneng""",Restoran Seafood,harga standar,1.9,28.0,"aneka masakan seafood & ayam ""moro seneng"" restoran seafood harga standar"
Warung Rica-Rica Jetak Lor,Restoran,harga standar,4.1,85.0,warung rica-rica jetak lor restoran harga standar
Snack Box Solo (By Dapur Mas Arif),Toko Makanan,harga standar,4.9,60.0,snack box solo (by dapur mas arif) toko makanan harga standar
Dimsum Sarjana,Restoran Dim Sum,harga standar,4.8,5.0,dimsum sarjana restoran dim sum harga standar
Depot Es Bima,Restoran,$,4.2,36.0,depot es bima restoran $
Kedai Babi Kuah Pak jum,Restoran,harga standar,4.7,445.0,kedai babi kuah pak jum restoran harga standar
Kuliner solo Lombok Gede,Restoran Indonesia,harga standar,4.6,109.0,kuliner solo lombok gede restoran indonesia harga standar
"""IPIG IPIG"" Spesial Masakan Babi",Rumah Makan,harga standar,4.2,3067.0,"""ipig ipig"" spesial masakan babi rumah makan harga standar"
Sate Kambing Bu Hj. Bejo,Restoran Sate,harga standar,4.5,6024.0,sate kambing bu hj. bejo restoran sate harga standar
Sate Babi Maranatha,Restoran Sate,harga standar,4.7,1262.0,sate babi maranatha restoran sate harga standar
Warung Makan Batang Hari,Restoran Indonesia,harga standar,4.4,382.0,warung makan batang hari restoran indonesia harga standar
"Griya Dhahar Paris (Bestik, Selat Solo, Sup, Es)",Restoran Indonesia,harga standar,4.6,861.0,"griya dhahar paris (bestik, selat solo, sup, es) restoran indonesia harga standar"
Yassalam Resto Solo,Restoran,harga standar,4.7,1425.0,yassalam resto solo restoran harga standar
Pasar Gede Hardjonagoro,Pasar tradisional,harga standar,4.6,24634.0,pasar gede hardjonagoro pasar tradisional harga standar
Warung Makan Raos Eco,Restoran Jawa,harga standar,4.5,533.0,warung makan raos eco restoran jawa harga standar
Tengkleng Klewer Bu Edi,Restoran Sate,harga standar,4.2,1872.0,tengkleng klewer bu edi restoran sate harga standar
Mie Tentrem,Toko Makanan,harga standar,4.9,578.0,mie tentrem toko makanan harga standar
"Waroeng Spesial Sambal ""SS"" Jurug",Restoran,$,4.3,4403.0,"waroeng spesial sambal ""ss"" jurug restoran $"
Lesehan Shakinah,Restoran,$,4.5,254.0,lesehan shakinah restoran $
Solo Safari,Tujuan Wisata,harga standar,4.1,20825.0,solo safari tujuan wisata harga standar
Babi Panggang Karo RM Happy,Restoran Batak,$$,4.7,209.0,babi panggang karo rm happy restoran batak $$
Burjo Galak,Restoran,$,4.1,1208.0,burjo galak restoran $
Kedai kabut,Restoran cepat saji,harga standar,4.6,206.0,kedai kabut restoran cepat saji harga standar
Almamater Coffee & Eatery Solo,Restoran,$$,4.6,2039.0,almamater coffee & eatery solo restoran $$
Aurora,Rumah Makan,$,4.4,923.0,aurora rumah makan $
Bakso UPT,Restoran Bakso,$,4.8,325.0,bakso upt restoran bakso $
Burjo Neira UNS,Restoran cepat saji,harga standar,4.6,465.0,burjo neira uns restoran cepat saji harga standar
Warung Makan Nuno Penyet,Restoran Masakan Ayam,$$,4.5,285.0,warung makan nuno penyet restoran masakan ayam $$
Warung Sekar Juice & Timlo,Dapur Umum,$,4.7,25.0,warung sekar juice & timlo dapur umum $
Sate Kambing Mas Pinchuk,Restoran,harga standar,4.5,330.0,sate kambing mas pinchuk restoran harga standar
Ketoprak Jakarta Bang Torro,Restoran Indonesia,$,4.4,286.0,ketoprak jakarta bang torro restoran indonesia $
RM Ayam Penyet Bandung Bu Yamti,Restoran Masakan Ayam,$,4.3,506.0,rm ayam penyet bandung bu yamti restoran masakan ayam $
Ayam Geprek Kumlot,Restoran Masakan Ayam,$,4.5,3118.0,ayam geprek kumlot restoran masakan ayam $
Soto Ayam Lamongan Cak Wawan,Kedai Sarapan,harga standar,4.6,88.0,soto ayam lamongan cak wawan kedai sarapan harga standar
Mie Gajah Mas,Restoran Hidangan Mie China,harga standar,4.3,1399.0,mie gajah mas restoran hidangan mie china harga standar
"Wisata Kuliner Ketandan ""Solo Di Waktu Malam""",Pasar Malam,harga standar,5.0,1.0,"wisata kuliner ketandan ""solo di waktu malam"" pasar malam harga standar"
Tahok Pak Citro Ps.Gedhe,Pujasera,$,4.5,178.0,tahok pak citro ps.gedhe pujasera $
Dawet Telasih Bu Dermi Pasar Gede (PUSAT),Kedai Jus,$,4.2,1240.0,dawet telasih bu dermi pasar gede (pusat) kedai jus $
Pawon Keluarga,Kedai Sarapan & Makan Siang,harga standar,5.0,12.0,pawon keluarga kedai sarapan & makan siang harga standar
Nasi Liwet Bu Sri Ps.Gedhe,Restoran Jawa Tengah,harga standar,4.3,280.0,nasi liwet bu sri ps.gedhe restoran jawa tengah harga standar
TFP Kopi Warung Pasar Gedhe,Restoran,$$,4.5,1867.0,tfp kopi warung pasar gedhe restoran $$
Dawet Telasih Ibu Hj. Sipon,Pujasera,$,4.6,321.0,dawet telasih ibu hj. sipon pujasera $
Lenjongan Bu Sum Ps.Gedhe,Pujasera,harga standar,4.4,65.0,lenjongan bu sum ps.gedhe pujasera harga standar
RM Mien Satu,Restoran,harga standar,4.6,264.0,rm mien satu restoran harga standar
Mie Sumatera,Restoran Mie,$,4.5,5874.0,mie sumatera restoran mie $
"Tahok ""Pak Wagiman"" KretegGantung",Pujasera,$,4.8,191.0,"tahok ""pak wagiman"" kreteggantung pujasera $"
Tengkleng Kambing Bu Pon,Restoran Sate,$$,4.4,717.0,tengkleng kambing bu pon restoran sate $$
Uma Yum Cha Dimsum,Restoran,$,4.6,2811.0,uma yum cha dimsum restoran $
Warung Bakso Semar Mesem,Restoran Bakso,harga standar,4.0,81.0,warung bakso semar mesem restoran bakso harga standar
Pecel Lele Lamongan Pak Rus,Restoran Pecel Lele,harga standar,4.7,18.0,pecel lele lamongan pak rus restoran pecel lele harga standar
Seafood cak leo,Restoran Seafood,harga standar,3.0,3.0,seafood cak leo restoran seafood harga standar
Toko Cemilan Eco Kuker Solo,Toko Kue Kering,harga standar,5.0,27.0,toko cemilan eco kuker solo toko kue kering harga standar
Ayam goreng dan ayam geprek mbak Wening,Restoran takeaway ayam goreng,harga standar,4.4,66.0,ayam goreng dan ayam geprek mbak wening restoran takeaway ayam goreng harga standar
PISANG IDAMAN,Restoran,harga standar,4.5,46.0,pisang idaman restoran harga standar
Warung BangRoll,Rumah Makan,harga standar,4.9,12.0,warung bangroll rumah makan harga standar
Griya Gambuh.,Rumah Pondokan,harga standar,5.0,8.0,griya gambuh. rumah pondokan harga standar
"Warung Makan ""Felisa""",Restoran,harga standar,5.0,1.0,"warung makan ""felisa"" restoran harga standar"
Sambal Penyet Barokah 354,Restoran,harga standar,3.0,13.0,sambal penyet barokah 354 restoran harga standar
"Mie Ayam & Bakso ""Plengeh"" Asli Wonogiri",Restoran Bakso,$,3.9,81.0,"mie ayam & bakso ""plengeh"" asli wonogiri restoran bakso $"
Warung Bougenville,Warung nasi,harga standar,3.7,3.0,warung bougenville warung nasi harga standar
Kedai Pempek 3 Cahaya,Kedai Sarapan & Makan Siang,harga standar,5.0,5.0,kedai pempek 3 cahaya kedai sarapan & makan siang harga standar
"Martabak salma (cabang clolo, kadipiro)",Restoran Indonesia,harga standar,5.0,3.0,"martabak salma (cabang clolo, kadipiro) restoran indonesia harga standar"
Dawet Selasih Bu Watik Pasar Gede Solo,Restoran,harga standar,4.7,132.0,dawet selasih bu watik pasar gede solo restoran harga standar
Zagladi Arabian Food,Restoran Timur Tengah,harga standar,4.8,350.0,zagladi arabian food restoran timur tengah harga standar
Pecel Madiun & Dawet Ayu Laris Manis,Restoran Indonesia,$$,4.4,1786.0,pecel madiun & dawet ayu laris manis restoran indonesia $$
"Nasi Liwet Bu Sarmi, Lojiwetan",Restoran,$,4.4,972.0,"nasi liwet bu sarmi, lojiwetan restoran $"
Semar Mendem Mbah Pat,Kedai Sarapan & Makan Siang,harga standar,4.9,11.0,semar mendem mbah pat kedai sarapan & makan siang harga standar
Wisata Kuliner Galabo Solo,Bangunan,harga standar,0.0,0.0,wisata kuliner galabo solo bangunan harga standar
Restaurant Fai Kie,Restoran China,$$,4.4,983.0,restaurant fai kie restoran china $$
"Ayam Goreng ""Pak Ali"" Ps.Gedhe",Pujasera,harga standar,4.6,61.0,"ayam goreng ""pak ali"" ps.gedhe pujasera harga standar"
Warung Makan Mbak Titik,Restoran Jawa,harga standar,4.0,9.0,warung makan mbak titik restoran jawa harga standar
Lapak Chicken UNS,Restoran Masakan Ayam,harga standar,4.6,241.0,lapak chicken uns restoran masakan ayam harga standar
Kantin FK Universitas Sebelas Maret,Restoran,harga standar,4.6,140.0,kantin fk universitas sebelas maret restoran harga standar
Burjo Sumber Rezeki,Restoran,harga standar,4.8,135.0,burjo sumber rezeki restoran harga standar
Ayam dan bebek goreng pak Joko,Restoran,harga standar,4.8,54.0,ayam dan bebek goreng pak joko restoran harga standar
WARUNG MAKAN SEROJA,Restoran cepat saji,harga standar,3.4,69.0,warung makan seroja restoran cepat saji harga standar
Kantin Perpustakaan UNS,Restoran,harga standar,4.6,20.0,kantin perpustakaan uns restoran harga standar
"Soto Ayam Lamongan Cak Rin, Ngoresan",Restoran Soto Ayam,$,4.4,314.0,"soto ayam lamongan cak rin, ngoresan restoran soto ayam $"
Olive Fried Chicken,Restoran takeaway ayam goreng,$,4.5,919.0,olive fried chicken restoran takeaway ayam goreng $
Sego Bebek Madura Cak Heri,Restoran Asia,harga standar,4.0,47.0,sego bebek madura cak heri restoran asia harga standar
Satu Tujuan Kopi Solo Technopark,Kedai Kopi,harga standar,4.6,32.0,satu tujuan kopi solo technopark kedai kopi harga standar
Boulevard UNS,Taman,harga standar,4.7,1155.0,boulevard uns taman harga standar
Mas Jack's Special Ayam Bakar & Goreng,Restoran Masakan Ayam,$,4.8,280.0,mas jack's special ayam bakar & goreng restoran masakan ayam $
JF Ramen,Restoran Jepang,$$,4.5,321.0,jf ramen restoran jepang $$
Bakso Nogiri,Restoran Bakso,harga standar,4.2,47.0,bakso nogiri restoran bakso harga standar
Pizza Up UNS,Restoran Pizza,harga standar,4.5,238.0,pizza up uns restoran pizza harga standar
Pasar Panggung Rejo,Pasar,harga standar,4.2,1222.0,pasar panggung rejo pasar harga standar
COSMO coffee & eatery,Restoran,$,4.4,375.0,cosmo coffee & eatery restoran $
ROCKET CHICKEN UNS SOLO,Restoran,harga standar,3.4,128.0,rocket chicken uns solo restoran harga standar
Warung Makan Naira,Warung Makanan Kecil,harga standar,0.0,0.0,warung makan naira warung makanan kecil harga standar
RUMAH KOST BABEKU,Hostel,harga standar,5.0,13.0,rumah kost babeku hostel harga standar
Ayam geprek ibu Lina,Kedai Sarapan & Makan Siang,harga standar,5.0,3.0,ayam geprek ibu lina kedai sarapan & makan siang harga standar
Bebek Pedas Hitam Mojosongo,Restoran,harga standar,0.0,0.0,bebek pedas hitam mojosongo restoran harga standar
RM Goela Klapa,Restoran Indonesia,harga standar,4.3,1253.0,rm goela klapa restoran indonesia harga standar
GUDEG AYU Solo (Cab. Ketelan),Restoran Jawa Tengah,harga standar,4.5,1231.0,gudeg ayu solo (cab. ketelan) restoran jawa tengah harga standar
Warteg Bolodewe,Warung tegal,harga standar,4.5,2222.0,warteg bolodewe warung tegal harga standar
Kimukatsu Solo Paragon Mall,Restoran Jepang,harga standar,4.9,5261.0,kimukatsu solo paragon mall restoran jepang harga standar
Karonssih Culinary & Craft,Restoran,harga standar,4.3,828.0,karonssih culinary & craft restoran harga standar
Tahu Kupat Sido Mampir plus telor,Restoran Tahu,harga standar,4.4,2333.0,tahu kupat sido mampir plus telor restoran tahu harga standar
"Babi Kuah ""Bu Sirat"" Ps.Gedhe (depan Kopi Podjok)",Pujasera,harga standar,4.6,99.0,"babi kuah ""bu sirat"" ps.gedhe (depan kopi podjok) pujasera harga standar"
Tengkleng Pincuk Ps.Ghede,Pujasera,harga standar,4.5,17.0,tengkleng pincuk ps.ghede pujasera harga standar
Sate Babi Koh Gun,Restoran Sate,harga standar,4.7,223.0,sate babi koh gun restoran sate harga standar
Coconuts Resto,Restoran Masakan Barat,harga standar,4.3,249.0,coconuts resto restoran masakan barat harga standar
Wedang Dongo Pak Untung,Kafe,$,4.5,1088.0,wedang dongo pak untung kafe $
Raja Siobak,Restoran,$$,4.4,169.0,raja siobak restoran $$
Sate Kambing Mas Mario,Restoran Sate,harga standar,4.6,756.0,sate kambing mas mario restoran sate harga standar
Benteng Vastenburg,Tujuan Wisata,harga standar,4.5,16134.0,benteng vastenburg tujuan wisata harga standar
Warung Makan Kepanjen - Masakan BABI,Pujasera,harga standar,4.5,173.0,warung makan kepanjen - masakan babi pujasera harga standar
Mie pinangsia pasar gede,Restoran Mie,harga standar,4.4,224.0,mie pinangsia pasar gede restoran mie harga standar
BABI MINI SOLO 1,Restoran China,harga standar,4.5,51.0,babi mini solo 1 restoran china harga standar
PS BESAR 50 | PASTRI LIPAT & KOPI,Toko Roti,harga standar,4.8,205.0,ps besar 50 | pastri lipat & kopi toko roti harga standar
Es Dawet Telasih Bu Dermi,Restoran Jawa,$,4.5,382.0,es dawet telasih bu dermi restoran jawa $
Tengkleng Bu Suyek,Restoran,harga standar,3.9,31.0,tengkleng bu suyek restoran harga standar
Warung Makan Enak,Restoran Jawa,harga standar,5.0,1.0,warung makan enak restoran jawa harga standar
Tugu Jam Pasar Gede,Tujuan Wisata,harga standar,4.6,226.0,tugu jam pasar gede tujuan wisata harga standar
Bakmi Spesial Mas Doel,Restoran Mie,harga standar,3.7,111.0,bakmi spesial mas doel restoran mie harga standar
Sate Madura Mbak Aminah 2,Restoran Sate,$,4.6,242.0,sate madura mbak aminah 2 restoran sate $
Ayam Bakar & Ayam Goreng Pak Man,Restoran Masakan Ayam,harga standar,4.7,125.0,ayam bakar & ayam goreng pak man restoran masakan ayam harga standar
Seblak Barracuda UNS,Restoran seblak,harga standar,4.2,450.0,seblak barracuda uns restoran seblak harga standar
Nasi Goreng Nalarati,Restoran Nasi Goreng,$,4.6,50.0,nasi goreng nalarati restoran nasi goreng $
Ayam Geprek dan Nasi Sayur Imam,Restoran Masakan Ayam,harga standar,4.4,7.0,ayam geprek dan nasi sayur imam restoran masakan ayam harga standar
Thai Express Resto,Restoran Thailand,$,4.6,93.0,thai express resto restoran thailand $
Warung Bu Susi Kalitan • Spesialis Nasi Sop Empal,Restoran Jawa,harga standar,4.9,1352.0,warung bu susi kalitan • spesialis nasi sop empal restoran jawa harga standar
Sate Kambing-Buntel Pak H. Kasdi,Restoran Sate,$$,4.5,6251.0,sate kambing-buntel pak h. kasdi restoran sate $$
Warung Mbah Ti Balapan,Restoran Indonesia,$,4.2,269.0,warung mbah ti balapan restoran indonesia $
Wedangan Pendhopo,Kafe,$,4.5,2364.0,wedangan pendhopo kafe $
Kikil Bu Cilik,Restoran Jawa,$,4.3,746.0,kikil bu cilik restoran jawa $
Tahu Kupat Sari (Pak Jo Brewok),Restoran Tahu,$,4.4,415.0,tahu kupat sari (pak jo brewok) restoran tahu $
Wang Li Heng,Restoran Mie,harga standar,4.4,2012.0,wang li heng restoran mie harga standar
Bebek Solo,Kedai Sarapan & Makan Siang,harga standar,4.7,49.0,bebek solo kedai sarapan & makan siang harga standar
Balekambang Resto,Restoran Seafood,$$,4.4,4403.0,balekambang resto restoran seafood $$
Kedai Monoo,Restoran China,$$,4.7,1366.0,kedai monoo restoran china $$
Bakso Alex Mangkunegaran,Restoran Bakso,$$,4.5,4397.0,bakso alex mangkunegaran restoran bakso $$
Seafood Kiloan Pak De,Restoran Seafood,$$,4.5,1409.0,seafood kiloan pak de restoran seafood $$
Pracima Tuin,Restoran Jawa Tengah,harga standar,4.8,629.0,pracima tuin restoran jawa tengah harga standar
